/home/mohammed/mytutorials/finding-lanes/driving_data/IMG/center_2019_12_11_13_15_46_382.jpg,/home/mohammed/mytutorials/finding-lanes/driving_data/IMG/left_2019_12_11_13_15_46_382.jpg,/home/mohammed/mytutorials/finding-lanes/driving_data/IMG/right_2019_12_11_13_15_46_382.jpg,-0.6000001,0,0,4.317187
/home/mohammed/mytutorials/finding-lanes/driving_data/IMG/center_2019_12_11_13_15_46_449.jpg,/home/mohammed/mytutorials/finding-lanes/driving_data/IMG/left_2019_12_11_13_15_46_449.jpg,/home/mohammed/mytutorials/finding-lanes/driving_data/IMG/right_2019_12_11_13_15_46_449.jpg,-0.8000001,0.1365781,0,4.28893
/home/mohammed/mytutorials/finding-lanes/driving_data/IMG/center_2019_12_11_13_15_46_516.jpg,/home/mohammed/mytutorials/finding-lanes/driving_data/IMG/left_2019_12_11_13_15_46_516.jpg,/home/mohammed/mytutorials/finding-lanes/driving_data/IMG/right_2019_12_11_13_15_46_516.jpg,-0.9500002,0.3366723,0,4.410659
/home/mohammed/mytutorials/finding-lanes/driving_data/IMG/center_2019_12_11_13_15_46_584.jpg,/home/mohammed/mytutorials/finding-lanes/driving_data/IMG/left_2019_12_11_13_15_46_584.jpg,/home/mohammed/mytutorials/finding-lanes/driving_data/IMG/right_2019_12_11_13_15_46_584.jpg,-1,0.5389588,0,4.790381
/home/mohammed/mytutorials/finding-lanes/driving_data/IMG/center_2019_12_11_13_15_46_651.jpg,/home/mohammed/mytutorials/finding-lanes/driving_data/IMG/left_2019_12_11_13_15_46_651.jpg,/home/mohammed/mytutorials/finding-lanes/driving_data/IMG/right_2019_12_11_13_15_46_651.jpg,-1,0.7410994,0,5.215497
/home/mohammed/mytutorials/finding-lanes/driving_data/IMG/center_2019_12_11_13_15_46_720.jpg,/home/mohammed/mytutorials/finding-lanes/driving_data/IMG/left_2019_12_11_13_15_46_720.jpg,/home/mohammed/mytutorials/finding-lanes/driving_data/IMG/right_2019_12_11_13_15_46_720.jpg,-1,0.9487474,0,5.781907
/home/mohammed/mytutorials/finding-lanes/driving_data/IMG/center_2019_12_11_13_15_46_788.jpg,/home/mohammed/mytutorials/finding-lanes/driving_data/IMG/left_2019_12_11_13_15_46_788.jpg,/home/mohammed/mytutorials/finding-lanes/driving_data/IMG/right_2019_12_11_13_15_46_788.jpg,0,1,0,6.613928
/home/mohammed/mytutorials/finding-lanes/driving_data/IMG/center_2019_12_11_13_15_46_875.jpg,/home/mohammed/mytutorials/finding-lanes/driving_data/IMG/left_2019_12_11_13_15_46_875.jpg,/home/mohammed/mytutorials/finding-lanes/driving_data/IMG/right_2019_12_11_13_15_46_875.jpg,0,1,0,7.414626
/home/mohammed/mytutorials/finding-lanes/driving_data/IMG/center_2019_12_11_13_15_46_962.jpg,/home/mohammed/mytutorials/finding-lanes/driving_data/IMG/left_2019_12_11_13_15_46_962.jpg,/home/mohammed/mytutorials/finding-lanes/driving_data/IMG/right_2019_12_11_13_15_46_962.jpg,0,1,0,8.540225
/home/mohammed/mytutorials/finding-lanes/driving_data/IMG/center_2019_12_11_13_15_47_044.jpg,/home/mohammed/mytutorials/finding-lanes/driving_data/IMG/left_2019_12_11_13_15_47_044.jpg,/home/mohammed/mytutorials/finding-lanes/driving_data/IMG/right_2019_12_11_13_15_47_044.jpg,0,1,0,9.438241
